Word Gold_Standard Prediction
( O O
france B-LOC B-LOC
) O O
9 O O
5 O O
4 O O
14 O O

partizan B-ORG B-ORG
belgrade I-ORG O
( O O
yugoslavia B-LOC O
) O O
9 O O
5 O O
4 O O
14 O O

kinder B-ORG O
bologna I-ORG O
( O O
italy B-LOC B-LOC
) O O
9 O O
4 O O
5 O O
13 O O

sevilla B-ORG O
( O O
spain B-LOC B-LOC
) O O
9 O O
4 O O
5 O O
13 O O

dynamo B-ORG O
moscow I-ORG B-LOC
( O O
russia B-LOC B-LOC
) O O
9 O O
2 O O
7 O O
11 O O

RUGBY B-ORG B-ORG
UNION I-ORG I-ORG
- O O
LITTLE B-PER O
TO O O
MISS O O
CAMPESE B-PER O
FAREWELL O O
. O O

robert B-PER B-PER
kitson I-PER I-PER

LONDON B-LOC B-LOC
1996-12-06 O O

centre O O
jason B-PER B-PER
little I-PER O
will O O
miss O O
australia B-LOC B-LOC
's O O
end-of-tour O O
fixture O O
against O O
the O O
barbarians B-ORG O
at O O
twickenham B-LOC O
on O O
saturday O O
. O O

little B-PER O
has O O
opted O O
not O O
to O O
risk O O
aggravating O O
the O O
knee O O
injury O O
which O O
ruled O O
him O O
out O O
of O O
a O O
large O O
chunk O O
of O O
the O O
tour O O
and O O
is O O
replaced O O
by O O
fellow O O
queenslander B-MISC O
daniel B-PER B-PER
herbert I-PER I-PER
. O O

owen B-PER O
finegan I-PER O
has O O
recovered O O
from O O
the O O
knocks O O
he O O
took O O
in O O
last O O
weekend O O
's O O
test O O
against O O
wales B-LOC B-LOC
and O O
retains O O
his O O
place O O
in O O
the O O
back-row O O
ahead O O
of O O
daniel B-PER B-PER
manu I-PER O
. O O

the O O
wallabies B-ORG O
have O O
their O O
sights O O
set O O
on O O
a O O
13th O O
successive O O
victory O O
to O O
end O O
their O O
european B-MISC B-MISC
tour O O
with O O
a O O
100 O O
percent O O
record O O
but O O
also O O
want O O
to O O
turn O O
on O O
the O O
style O O
and O O
provide O O
david B-PER B-PER
campese I-PER O
with O O
a O O
fitting O O
send-off O O
in O O
his O O
final O O
match O O
in O O
australian B-MISC B-MISC
colours O O
. O O

the O O
wallabies B-ORG O
currently O O
have O O
no O O
plans O O
to O O
make O O
any O O
special O O
presentation O O
to O O
the O O
34-year-old O O
winger O O
but O O
a O O
full O O
house O O
of O O
75,000 O O
spectators O O
will O O
still O O
gather O O
in O O
the O O
hope O O
of O O
witnessing O O
one O O
last O O
moment O O
of O O
magic O O
. O O

campese B-PER O
will O O
be O O
up O O
against O O
a O O
familiar O O
foe O O
in O O
the O O
shape O O
of O O
barbarians B-ORG O
captain O O
rob B-PER O
andrew I-PER O
, O O
the O O
man O O
who O O
kicked O O
australia B-LOC B-LOC
to O O
defeat O O
with O O
a O O
last-ditch O O
drop-goal O O
in O O
the O O
world B-MISC O
cup I-MISC O
quarter-final O O
in O O
cape B-LOC B-LOC
town I-LOC O
. O O

" O O
campo B-PER O
has O O
a O O
massive O O
following O O
in O O
this O O
country O O
and O O
has O O
had O O
the O O
public O O
with O O
him O O
ever O O
since O O
he O O
first O O
played O O
here O O
in O O
1984 O O
, O O
" O O
said O O
andrew B-PER O
, O O
also O O
likely O O
to O O
be O O
making O O
his O O
final O O
twickenham B-LOC O
appearance O O
. O O

on O O
tour O O
, O O
australia B-LOC B-LOC
have O O
won O O
all O O
four O O
tests O O
against O O
italy B-LOC B-LOC
, O O
scotland B-LOC B-LOC
, O O
ireland B-LOC B-LOC
and O O
wales B-LOC B-LOC
, O O
and O O
scored O O
414 O O
points O O
at O O
an O O
average O O
of O O
almost O O
35 O O
points O O
a O O
game O O
. O O

league O I-MISC
duties O O
restricted O O
the O O
barbarians B-ORG O
' O O
selectorial O O
options O O
but O O
they O O
still O O
boast O O
13 O O
internationals O O
including O O
england B-LOC B-LOC
full-back O O
tim B-PER B-PER
stimpson I-PER O
and O O
recalled O O
wing O O
tony B-PER O
underwood I-PER I-PER
, O O
plus O O
all B-ORG O
black I-ORG O
forwards O O
ian B-PER O
jones I-PER I-PER
and O O
norm B-PER O
hewitt I-PER O
. O O

teams O O
: O O

barbarians B-ORG O
- O O
15 O O
- O O
tim B-PER B-PER
stimpson I-PER O
( O O
england B-LOC B-LOC
) O O
; O O
14 O O
- O O
nigel B-PER O
walker I-PER I-PER
( O O
wales B-LOC B-LOC
) O O
, O O
13 O O
- O O
allan B-PER B-PER
bateman I-PER O
( O O
wales B-LOC B-LOC
) O O
, O O
12 O O
- O O
gregor B-PER O
townsend I-PER O
( O O
scotland B-LOC B-LOC
) O O
, O O
11 O O
- O O
tony B-PER O
underwood I-PER I-PER
( O O
england B-LOC B-LOC
) O O
; O O
10 O O
- O O
rob B-PER O
andrew I-PER B-PER
( O O
england B-LOC B-LOC
) O O
, O O
9 O O
- O O
rob B-PER O
howley I-PER O
( O O
wales B-LOC O
) O O
; O O
8 O O
- O O
scott B-PER B-PER
quinnell I-PER O
( O O
wales B-LOC B-LOC
) O O
, O O
7 O O
- O O
neil B-PER O
back I-PER O
( O O
england B-LOC B-LOC
) O O
, O O
6 O O
- O O
dale B-PER O
mcintosh I-PER O
( O O
pontypridd B-LOC O
) O O
, O O
5 O O
- O O
ian B-PER O
jones I-PER I-PER
( O O
new B-LOC O
zealand I-LOC I-LOC
) O O
, O O
4 O O
- O O
craig B-PER O
quinnell I-PER O
( O O
wales B-LOC B-LOC
) O O
, O O
3 O O
- O O
darren B-PER O
garforth I-PER O
( O O
leicester B-LOC O
) O O
, O O
2 O O
- O O
norm B-PER O
hewitt I-PER O
( O O
new B-LOC O
zealand I-LOC I-LOC
) O O
, O O
1 O O
- O O
nick B-PER O
popplewell I-PER O
( O O
ireland B-LOC B-LOC
) O O
. O O

australia B-LOC B-LOC
- O O
15 O O
- O O
matthew B-PER B-PER
burke I-PER O
; O O
14 O O
- O O
joe B-PER O
roff I-PER O
, O O
13 O O
- O O
daniel B-PER B-PER
herbert I-PER I-PER
, O O
12 O O
- O O
tim B-PER B-PER
horan I-PER O
( O O
captain O O
) O O
, O O
11 O O
- O O
david B-PER B-PER
campese I-PER I-PER
; O O
10 O O
- O O
pat B-PER O
howard I-PER B-PER
, O O
9 O O
- O O
sam B-PER O
payne I-PER O
; O O
8 O O
- O O
michael B-PER B-PER
brial I-PER I-PER
, O O
7 O O
- O O
david B-PER B-PER
wilson I-PER I-PER
, O O
6 O O
- O O
owen B-PER O
finegan I-PER O
, O O
5 O O
- O O
david B-PER B-PER
giffin I-PER I-PER
, O O
4 O O
- O O
tim B-PER B-PER
gavin I-PER I-PER
, O O
3 O O
- O O
andrew B-PER O
blades I-PER O
, O O
2 O O
- O O
marco B-PER O
caputo I-PER O
, O O
1 O O
- O O
dan B-PER O
crowley I-PER O
. O O

GOLF O O
- O O
ZIMBABWE B-MISC B-LOC
OPEN I-MISC O
SECOND O O
ROUND O O
SCORES O O
. O O

HARARE B-LOC B-LOC
1996-12-06 O O

leading O O
second O O
round O O
scores O O
in O O
the O O
zimbabwe B-MISC O
open I-MISC O
at O O
the O O
par-72 O O
chapman B-LOC O
golf I-LOC O
club I-LOC O
on O O
friday O O
( O O
south B-MISC O
african I-MISC I-LOC
unless O O
stated O O
) O O
: O O
132 O O
des B-PER O
terblanche I-PER O
65 O O
67 O O
133 O O
mark B-PER O
mcnulty I-PER O
( O O
zimbabwe B-LOC B-LOC
) O O
72 O O
61 O O
134 O O
steve B-PER B-PER
van I-PER I-PER
vuuren I-PER O
65 O O
69 O O
136 O O
nick B-PER O
price I-PER O
( O O
zimbabwe B-LOC B-LOC
) O O
68 O O
68 O O
, O O
justin B-PER O
hobday I-PER O
71 O O
65 O O
, O O

andrew B-PER B-PER
pitts I-PER O
( O O
U.S. B-LOC B-LOC
) O O
69 O O
67 O O
138 O O
mark B-PER O
cayeux I-PER O
( O O
zimbabwe B-LOC B-LOC
) O O
69 O O
69 O O
, O O
mark B-PER O
murless I-PER O
71 O O
67 O O
139 O O
hennie B-PER O
swart I-PER O
75 O O
64 O O
, O O
andrew B-PER B-PER
park I-PER I-PER
72 O O
67 O O
140 O O
schalk B-PER O
van I-PER O
der I-PER I-PER
merwe I-PER O
( O O
namibia B-LOC O
) O O
67 O O
73 O O
, O O
desvonde B-PER O

botes B-PER O
72 O O
68 O O
, O O
greg B-PER B-PER
reid I-PER I-PER
72 O O
68 O O
, O O
clinton B-PER B-PER
whitelaw I-PER O
70 O O

70 O O
, O O
brett B-PER B-LOC
liddle I-PER O
75 O O
65 O O
, O O
hugh B-PER O
baiocchi I-PER O
73 O O
67 O O
141 O O
adilson B-PER O
da I-PER O
silva I-PER I-PER
( O O
brazil B-LOC B-LOC
) O O
72 O O
69 O O
, O O
sammy B-PER O
daniels I-PER O
73 O O

68 O O
, O O
trevor B-PER O
dodds I-PER O
( O O
namibia B-LOC O
) O O
72 O O
69 O O
142 O O
don B-PER O
robertson I-PER O
( O O
U.S. B-LOC B-LOC
) O O
73 O O
69 O O
, O O
dion B-PER O
fourie I-PER O
69 O O
73 O O
, O O

steve B-PER B-PER
waltman I-PER I-PER
72 O O
70 O O
, O O
ian B-PER B-PER
dougan I-PER O
73 O O
69 O O

SOCCER O O
- O O
UNCAPPED O O
PLAYERS O O
CALLED O O
TO O O
FACE O O
MACEDONIA B-LOC O
. O O

BUCHAREST B-LOC B-LOC
1996-12-06 O O

romania B-LOC B-LOC
trainer O O
anghel B-PER O
iordanescu I-PER O
called O O
up O O
three O O
uncapped O O
players O O
on O O
friday O O
in O O
his O O
squad O O
to O O
face O O
macedonia B-LOC O
next O O
week O O
in O O
a O O
world B-MISC O
cup I-MISC O
qualifier O O
. O O

midfielder O O
valentin B-PER O
stefan I-PER B-PER
and O O
striker O O
viorel B-PER O
ion I-PER O
of O O
otelul B-ORG O
galati I-ORG O
and O O
defender O O
liviu B-PER O
ciobotariu I-PER O
of O O
national B-ORG O
bucharest I-ORG O
are O O
the O O
newcomers O O
for O O
the O O
european B-MISC B-MISC
group O O
eight O O
clash O O
in O O
macedonia B-LOC O
on O O
december O O
14 O O
. O O

iordanescu B-PER O
said O O
he O O
had O O
picked O O
them O O
because O O
of O O
their O O
good O O
performances O O
in O O
the O O
domestic O O
championship O O
in O O
which O O
national B-ORG O
bucharest I-ORG O
are O O
top O O
and O O
otelul B-ORG O
galati I-ORG O
third O O
. O O
" O O

I O O
think O O
it O O
's O O
fair O O
to O O
give O O
them O O
a O O
chance O O
, O O
" O O
he O O
told O O
reporters O O
. O O

league O I-MISC
title-holders O O
steaua B-ORG O
bucharest I-ORG O
, O O
who O O
finished O O
bottom O O
of O O
their O O
champions B-MISC O
' I-MISC O
league I-MISC O
group O O
in O O
the O O
european B-MISC B-MISC
cup I-MISC O
, O O
have O O
only O O
two O O
players O O
in O O
the O O
squad O O
. O O

attacking O O
midfielder O O
adrian B-PER B-PER
ilie I-PER I-PER
, O O
who O O
recently O O
moved O O
from O O
steaua B-ORG O
to O O
turkish B-MISC O
club O O
galatasaray B-ORG O
, O O
is O O
ruled O O
out O O
after O O
two O O
yellow-card O O
offences O O
. O O

squad O O
: O O

goalkeepers O O
- O O
bogdan B-PER O
stelea I-PER O
, O O
florin B-PER O
prunea I-PER O
. O O

defenders O O
- O O
dan B-PER B-PER
petrescu I-PER O
, O O
daniel B-PER B-PER
prodan I-PER O
, O O
anton B-PER O
dobos I-PER O
, O O
cornel B-PER O
papura I-PER O
, O O
liviu B-PER O
ciobotariu I-PER O
, O O
tibor B-PER O
selymess I-PER O
, O O
iulian B-PER O
filipescu I-PER O
. O O

midfielders O O
- O O
gheorghe B-PER O
hagi I-PER O
, O O
gheorghe B-PER O
popescu I-PER O
, O O
constantin B-PER O
galca I-PER O
, O O
valentin B-PER O
stefan I-PER O
, O O
basarab B-PER O
panduru I-PER O
, O O
dorinel B-PER O
munteanu I-PER O
, O O
ovidiu B-PER O
stinga I-PER O
. O O

forwards O O
- O O
ioan B-PER O
vladoiu I-PER O
, O O
gheorghe B-PER O
craioveanu I-PER O
, O O
ionel B-PER O
danciulescu I-PER O
, O O
viorel B-PER O
ion I-PER O
. O O

REUTER B-ORG B-PER

SOCCER O O
- O O
BRAZILIAN B-MISC O
CHAMPIONSHIP O O
RESULTS O O
. O O

RIO B-LOC B-LOC
DE I-LOC I-LOC
JANEIRO I-LOC O
1996-12-05 O O

results O O
of O O
brazilian B-MISC B-MISC

soccer O O
championship O O
semifinal O O
, O O
first O O
leg O O
matches O O
on O O
thursday O O
. O O

goias B-ORG O
1 O O
gremio B-ORG O
3 O O

portuguesa B-ORG O
1 O O
atletico B-ORG O
mineiro I-ORG O

CRICKET O O
- O O
LARA B-PER O
ENDURES O O
ANOTHER O O
MISERABLE O O
DAY O O
. O O

robert B-PER B-PER
galvin I-PER I-PER

MELBOURNE B-LOC B-LOC
1996-12-06 O O

australia B-LOC B-LOC
gave O O
brian B-PER B-ORG
lara I-PER I-PER
another O O
reason O O
to O O
be O O
miserable O O
when O O
they O O
beat O O
west B-LOC B-LOC
indies I-LOC O
by O O
five O O
wickets O O
in O O
the O O
opening O O
world B-MISC O
series I-MISC O
limited O O
overs O O
match O O
on O O
friday O O
. O O

lara B-PER B-ORG
, O O
disciplined O O
for O O
misconduct O O
on O O
wednesday O O
, O O
was O O
dismissed O O
for O O
five O O
to O O
extend O O
a O O
disappointing O O
run O O
of O O
form O O
on O O
tour O O
. O O

australia B-LOC B-LOC
, O O
who O O
hold O O
a O O
2-0 O O
lead O O
in O O
the O O
five-match O O
test O O
series O O
, O O
overhauled O O
west B-LOC O
indies I-LOC O
' O O
total O O
of O O
172 O O
all O O
out O O
with O O
eight O O
balls O O
to O O
spare O O
to O O
end O O
a O O
run O O
of O O
six O O
successive O O
one-day O O
defeats O O
. O O

all-rounder O O
greg B-PER B-PER
blewett I-PER I-PER
steered O O
his O O
side O O
to O O
a O O
comfortable O O
victory O O
with O O
an O O
unbeaten O O
57 O O
in O O
90 O O
balls O O
to O O
the O O
delight O O
of O O
the O O
42,442 O O
crowd O O
. O O

man-of-the O O
match O O
blewett B-PER O
came O O
to O O
the O O
wicket O O
with O O
the O O
total O O
on O O
70 O O
for O O
two O O
and O O
hit O O
three O O
fours O O
during O O
an O O
untroubled O O
innings O O
lasting O O
129 O O
minutes O O
. O O

his O O
crucial O O
fifth-wicket O O
partnership O O
with O O
fellow O O
all-rounder O O
stuart B-PER O
law I-PER O
, O O
who O O
scored O O
21 O O
, O O
added O O
71 O O
off O O
85 O O
balls O O
. O O

lara B-PER B-ORG
looked O O
out O O
of O O
touch O O
during O O
his O O
brief O O
stay O O
at O O
the O O
crease O O
before O O
chipping O O
a O O
simple O O
catch O O
to O O
shane B-PER B-PER
warne I-PER O
at O O
mid-wicket O O
. O O

west B-LOC B-LOC
indies I-LOC I-LOC
tour O O
manager O O
clive B-PER O
lloyd I-PER B-PER
has O O
apologised O O
for O O
lara B-PER O
's O O
behaviour O O
on O O
tuesday O O
. O O

he O O
( O O
lara B-PER O
) O O
had O O
told O O
australia B-LOC B-LOC
coach O O
geoff B-PER O
marsh I-PER O
that O O
wicketkeeper O O
ian B-PER O
healy I-PER O
was O O
unwelcome O O
in O O
the O O
visitors O O
' O O
dressing O O
room O O
. O O

the O O
melbourne B-LOC B-ORG
crowd O O
were O O
clearly O O
angered O O
by O O
the O O
incident O O
, O O
loudly O O
jeering O O
the O O
west B-LOC O
indies I-LOC O
vice-captain O O
as O O
he O O
walked O O
to O O
the O O
middle O O
. O O

it O O
was O O
left O O
to O O
fellow O O
left-hander O O
shivnarine B-PER O
chanderpaul I-PER O
to O O
hold O O
the O O
innings O O
together O O
with O O
a O O
gritty O O
54 O O
despite O O
the O O
handicap O O
of O O
an O O
injured O O
groin O O
. O O

chanderpaul B-PER O
was O O
forced O O
to O O
rely O O
on O O
a O O
runner O O
for O O
most O O
of O O
his O O
innings O O
after O O
hurting O O
himself O O
as O O
he O O
scurried O O
back O O
to O O
his O O
crease O O
to O O
avoid O O
being O O
run O O
out O O
. O O

pakistan B-LOC B-LOC
, O O
who O O
arrive O O
in O O
australia B-LOC B-LOC
later O O
this O O
month O O
, O O
are O O
the O O
other O O
team O O
competing O O
in O O
the O O
world B-MISC O
series I-MISC O
tournament O O
. O O

CRICKET O O
- O O
AUSTRALIA B-LOC B-LOC
V O O
WEST B-LOC O
INDIES I-LOC O
WORLD B-MISC O
SERIES I-MISC O
SCOREBOARD O O
. O O

MELBOURNE B-LOC B-LOC
1996-12-06 O O

scoreboard O O
in O O
the O O
world B-MISC O
series I-MISC O

limited O O
overs O O
match O O
between O O
australia B-LOC B-LOC
and O O
west B-LOC O
indies I-LOC O
on O O
friday O O
: O O

west B-LOC B-LOC
indies I-LOC I-LOC

S. B-PER B-PER
campbell I-PER B-PER
c O O
healy B-PER O
b O O
gillespie B-PER O
31 O O

R. B-PER B-PER
samuels I-PER O
c O O
M. B-PER B-PER
waugh I-PER O
b O O
gillespie B-PER O
7 O O

B. B-PER B-PER
lara I-PER I-PER
c O O
warne B-PER O
b O O
moody B-PER B-PER
5 O O

S. B-PER B-PER
chanderpaul I-PER O
c O O
healy B-PER O
b O O
blewett B-PER O
54 O O

C. B-PER B-PER
hooper I-PER I-PER
run O O
out O O
7 O O

J. B-PER B-PER
adams I-PER I-PER
lbw O <pad>
b O O
moody B-PER B-PER
5 O O

J. B-PER B-PER
murray I-PER I-PER
c O O
blewett B-PER O
b O O
warne B-PER O
24 O O

N. B-PER B-PER
mclean I-PER O
c O O
and O O
b O O
M. B-PER B-PER
waugh I-PER O
7 O O

K. B-PER B-PER
benjamin I-PER B-PER
b O I-PER
warne B-PER O
8 O O

C. B-PER B-PER
ambrose I-PER I-PER
run O O
out O O
2 O O

C. B-PER B-PER
walsh I-PER I-PER
not O O
out O O
8 O O

extras O O
( O O
lb-10 O O
w-1 O O
nb-3 O O
) O O
14 O O

total O O
( O O
49.2 O O
overs O O
) O O
172 O O

fall O O
of O O
wickets O O
: O O
1-11 O O
2-38 O O
3-64 O O
4-73 O O
5-81 O O
6-120 O O
7-135 O O
8-150 O O

9-153 O O
. O O

bowling O O
: O O
reiffel B-PER O
10-2-26-0 O O
( O O
nb-3 O O
) O O
, O O
gillespie B-PER O
10-0-39-2 O O
, O O

moody B-PER B-ORG
10-1-25-2 O O
, O O
blewett B-PER O
6.2-0-27-1 O O
, O O
warne B-PER O
10-0-34-2 O O
( O O
w-1 O O
) O O
, O O

M. B-PER B-PER
waugh I-PER I-PER
3-0-11-1 O O
. O O

australia B-LOC B-LOC

M. B-PER B-PER
taylor I-PER I-PER
b O O
mclean B-PER O
29 O O

M. B-PER B-PER
waugh I-PER I-PER
c O O
murray B-PER B-PER
b O O
benjamin B-PER B-PER
27 O I-PER

R. B-PER B-PER
ponting I-PER I-PER
lbw O O
mclean B-PER O
5 O O

G. B-PER B-PER
blewett I-PER I-PER
not O O
out O O
57 O O

M. B-PER B-PER
bevan I-PER I-PER
st O B-ORG
murray B-PER I-PER
b O O
hooper B-PER B-PER
3 O O

S. B-PER B-PER
law I-PER O
b O O
hooper B-PER B-PER
21 O O

T. B-PER B-PER
moody I-PER B-ORG
not O O
out O O
3 O O

extras O O
( O O
lb-17 O O
nb-8 O O
w-3 O O
) O O
28 O O

total O O
( O O
for O O
five O O
wickets O O
, O O
48.4 O O
overs O O
) O O
173 O O

fall O O
of O O
wickets O O
: O O
1-59 O O
2-70 O O
3-78 O O
4-90 O O
5-160 O O
. O O

did O O
not O O
bat O O
: O O
I. B-PER O
healy I-PER O
, O O
P. B-PER O
reiffel I-PER O
, O O
S. B-PER O
warne I-PER O
, O O
J. B-PER O
gillespie I-PER O
. O O

bowling O O
: O O
ambrose B-PER O
10-3-19-0 O O
( O O
2nb O O
1w O O
) O O
, O O
walsh B-PER O
9-0-34-0 O O
( O O
4nb O O
) O O
, O O

benjamin B-PER B-PER
9.4-0-43-1 O I-PER
( O O
1nb O O
1w O O
) O O
, O O
hooper B-PER O
10-0-27-2 O O
( O O
1nb O O
) O O
, O O
mclean B-PER O

10-1-33-2 O O
( O O
1w O O
) O O
. O O

result O O
: O O
australia B-LOC B-LOC
won O O
by O O
five O O
wickets O O
. O O

CRICKET O O
- O O
AUSTRALIA B-LOC B-LOC
BEAT O O
WEST B-LOC O
INDIES I-LOC O
BY O O
FIVE O O
WICKETS O O
. O O

MELBOURNE B-LOC B-LOC
1996-12-06 O O

australia B-LOC B-LOC
beat O O
west B-LOC B-LOC
indies I-LOC I-LOC
by O O
five O O
wickets O O
in O O
a O O
world B-MISC O
series I-MISC O
limited O O
overs O O
match O O
at O O
the O O
melbourne B-LOC O
cricket I-LOC O
ground I-LOC O
on O O
friday O O
. O O

scores O O
: O O
west B-LOC O
indies I-LOC O
172 O O
all O O
out O O
in O O
49.2 O O
overs O O
( O O
shivnarine B-PER O
chanderpaul I-PER O
54 O O
) O O
; O O
australia B-LOC B-LOC
173-5 O O
in O O
48.4 O O
overs O O
( O O
greg B-PER B-PER
blewett I-PER O
57 O O
not O O
out O O
) O O
. O O

CRICKET O O
- O O
WEST B-LOC O
INDIES I-LOC O
172 O O
ALL O O
OUT O O
IN O O
49.2 O O
OVERS O O
V O O
AUSTRALIA B-LOC O
. O O

MELBOURNE B-LOC B-LOC
1996-12-06 O O

west B-LOC B-LOC
indies I-LOC I-LOC
were O O
all O O
out O O
for O O
172 O O
off O O
49.2 O O
overs O O
in O O
the O O
world B-MISC O
series I-MISC O
limited O O
overs O O
match O O
against O O
australia B-LOC B-LOC
on O O
friday O O
. O O

CRICKET O O
- O O
SHEFFIELD B-MISC O
SHIELD I-MISC O
SCORE O O
. O O

HOBART B-LOC O
, O O
australia B-LOC B-LOC
1996-12-06 O O

score O O
on O O
the O O
first O O
day O O
of O O
the O O
four-day O O
sheffield B-MISC O
shield I-MISC O
match O O
between O O
tasmania B-LOC O
and O O
victoria B-LOC B-LOC
at O O
bellerive B-LOC O
oval I-LOC O
on O O
friday O O
: O O

tasmania B-LOC B-LOC
352 O O
for O O
three O O
( O O
david B-PER B-PER
boon I-PER O
106 O O
not O O
out O O
, O O
shaun B-PER O
young I-PER O
86 O O
not O O
out O O
, O O
michael B-PER B-PER
divenuto I-PER I-PER
119 O O
) O O
v O O
victoria B-ORG B-LOC
. O O

CRICKET O O
- O O
LARA B-PER O
SUFFERS O O
MORE O O
AUSTRALIAN O O
TOUR O O
MISERY O O
. O O

MELBOURNE B-LOC B-LOC
1996-12-06 O O

west B-LOC B-LOC
indies I-LOC I-LOC
batsman O O
brian B-PER B-PER
lara I-PER I-PER
suffered O O
another O O
blow O O
to O O
his O O
australian B-MISC B-MISC
tour O O
, O O
after O O
already O O
being O O
disciplined O O
for O O
misconduct O O
, O O
when O O
he O O
was O O
dismissed O O
cheaply O O
in O O
the O O
first O O
limited O O
overs O O
match O O
against O O
australia B-LOC B-LOC
on O O
friday O O
. O O

lara B-PER B-ORG
, O O
who O O
earned O O
a O O
stern O O
rebuke O O
from O O
his O O
own O O
tour O O
management O O
after O O
an O O
angry O O
outburst O O
against O O
australia B-LOC B-LOC
wicketkeeper O O
ian B-PER O
healy I-PER O
, O O
scored O O
five O O
to O O
prolong O O
a O O
run O O
of O O
poor O O
form O O
with O O
the O O
bat O O
. O O

the O O
west B-LOC B-LOC
indies I-LOC O
vice-captain O O
struggled O O
for O O
timing O O
during O O
his O O
36-minute O O
stay O O
at O O
the O O
crease O O
before O O
chipping O O
a O O
ball O O
from O O
medium O O
pacer O O
tom B-PER O
moody I-PER I-PER
straight O O
to O O
shane B-PER B-PER
warne I-PER O
at O O
mid-wicket O O
. O O

west B-LOC B-LOC
indies I-LOC I-LOC
were O O
53 O O
for O O
two O O
in O O
15 O O
overs O O
when O O
rain O O
stopped O O
play O O
at O O
the O O
melbourne B-LOC O
cricket I-LOC O
ground I-LOC O
after O O
captain O O
courtney B-PER O
walsh I-PER O
won O O
the O O
toss O O
and O O
elected O O
to O O
bat O O
. O O

lara B-PER B-ORG
's O O
outburst O O
three O O
days O O
ago O O
has O O
clearly O O
turned O O
some O O
of O O
the O O
australian B-MISC O
public O O
against O O
him O O
. O O

as O O
he O O
walked O O
to O O
the O O
wicket O O
he O O
was O O
greeted O O
by O O
loud O O
jeers O O
from O O
sections O O
of O O
the O O
crowd O O
. O O

on O O
several O O
occasions O O
during O O
his O O
innings O O
, O O
the O O
crowd O O
joined O O
together O O
in O O
a O O
series O O
of O O
obscene O O
chants O O
against O O
him O O
. O O

tour O O
manager O O
clive B-PER O
lloyd I-PER B-PER
on O O
wednesday O O
apologised O O
for O O
lara B-PER O
's O O
behaviour O O
in O O
confronting O O
australia B-LOC B-LOC
coach O O
geoff B-PER O
marsh I-PER O
in O O
the O O
opposition O O
dressing O O
room O O
to O O
protest O O
against O O
his O O
dismissal O O
in O O
the O O
second O O
test O O
on O O
tuesday O O
. O O

lloyd B-PER B-ORG
did O O
not O O
say O O
what O O
form O O
the O O
discipline O O
would O O
take O O
. O O

lara B-PER B-ORG
, O O
who O O
holds O O
the O O
record O O
for O O
the O O
highest O O
